FIREWALL_NAME,MANAGEMENT_IP,BACKUP_SERVER_IP,BACKUP_SERVER_PATH,EMAIL_SERVER,EMAIL_SENDER,EMAIL_RECIEVER,SNMP_SERVER,SNMP_AUTH_PROTOCOL,SNMP_PRIV_PROTOCOL,SPLUNK_SERVER

